id_venta,id_pedido,id_cliente,nombre_cliente,correo_cliente,fecha_registro_cliente,canal_venta,categoria_producto,producto,cantidad,precio_unitario,subtotal_linea,tipo_pedido,con_reservacion,id_mesa,ubicacion_mesa,tipo_mesa,fecha_reservacion,estado_reservacion,fecha_pedido,hora_pedido,estado_pedido,metodo_pago,estado_pago,subtotal_pedido,impuestos,total_pedido,tiempo_entrega_min,calificacion_servicio,tipo_cliente,origen_ecommerce
99,1038,132,Camila Vázquez,camila.vázquez132@correo.com,2026-01-20,Página web,Repostería,Dona glaseada,2,52.4,104.8,en el lugar,False,19.0,Zona de estudio,grupal,,,2026-04-06,14:00:00,en preparación,pago en línea,pagado,287.75,46.04,333.79,,,Frecuente,True
100,1038,132,Camila Vázquez,camila.vázquez132@correo.com,2026-01-20,Página web,Bebidas frías,Jugo de naranja,1,24.55,24.55,en el lugar,False,19.0,Zona de estudio,grupal,,,2026-04-06,14:00:00,en preparación,pago en línea,pagado,287.75,46.04,333.79,,,Frecuente,True
101,1038,132,Camila Vázquez,camila.vázquez132@correo.com,2026-01-20,Página web,Café caliente,Café de olla,3,40.97,122.91,en el lugar,False,19.0,Zona de estudio,grupal,,,2026-04-06,14:00:00,en preparación,pago en línea,pagado,287.75,46.04,333.79,,,Frecuente,True
102,1038,132,Camila Vázquez,camila.vázquez132@correo.com,2026-01-20,Página web,Bebidas frías,Jugo de naranja,1,35.49,35.49,en el lugar,False,19.0,Zona de estudio,grupal,,,2026-04-06,14:00:00,en preparación,pago en línea,pagado,287.75,46.04,333.79,,,Frecuente,True
103,1039,169,Diego López,diego.lópez169@correo.com,2025-09-30,Página web,Alimentos,Panini de jamón y queso,3,88.64,265.92,para llevar,False,,,,,,2025-10-16,16:55:00,entregado,pago en línea,pagado,305.04,48.81,353.85,38.0,4.0,VIP,True
104,1039,169,Diego López,diego.lópez169@correo.com,2025-09-30,Página web,Bebidas calientes,Té chai,1,39.12,39.12,para llevar,False,,,,,,2025-10-16,16:55:00,entregado,pago en línea,pagado,305.04,48.81,353.85,38.0,4.0,VIP,True
105,1040,226,Gabriela Díaz,gabriela.díaz226@correo.com,2025-04-03,Presencial (mesero),Bebidas calientes,Té verde,2,37.2,74.4,para llevar,False,,,,,,2025-12-28,13:25:00,entregado,transferencia,pagado,334.99,53.6,388.59,39.0,5.0,Frecuente,False
106,1040,226,Gabriela Díaz,gabriela.díaz226@correo.com,2025-04-03,Presencial (mesero),Café frío,Cold brew,2,43.37,86.74,para llevar,False,,,,,,2025-12-28,13:25:00,entregado,transferencia,pagado,334.99,53.6,388.59,39.0,5.0,Frecuente,False
107,1040,226,Gabriela Díaz,gabriela.díaz226@correo.com,2025-04-03,Presencial (mesero),Repostería,Croissant,3,57.95,173.85,para llevar,False,,,,,,2025-12-28,13:25:00,entregado,transferencia,pagado,334.99,53.6,388.59,39.0,5.0,Frecuente,False
108,1041,171,Lucía Flores,lucía.flores171@correo.com,2026-02-17,Página web,Repostería,Croissant,2,35.17,70.34,en el lugar,False,10.0,Terraza,grupal,,,2026-05-09,14:25:00,entregado,pago en línea,pagado,520.44,83.27,603.71,45.0,5.0,VIP,True
109,1041,171,Lucía Flores,lucía.flores171@correo.com,2026-02-17,Página web,Repostería,Dona glaseada,3,27.77,83.31,en el lugar,False,10.0,Terraza,grupal,,,2026-05-09,14:25:00,entregado,pago en línea,pagado,520.44,83.27,603.71,45.0,5.0,VIP,True
110,1041,171,Lucía Flores,lucía.flores171@correo.com,2026-02-17,Página web,Alimentos,Ensalada César,3,82.37,247.11,en el lugar,False,10.0,Terraza,grupal,,,2026-05-09,14:25:00,entregado,pago en línea,pagado,520.44,83.27,603.71,45.0,5.0,VIP,True
111,1041,171,Lucía Flores,lucía.flores171@correo.com,2026-02-17,Página web,Café frío,Cold brew,2,59.84,119.68,en el lugar,False,10.0,Terraza,grupal,,,2026-05-09,14:25:00,entregado,pago en línea,pagado,520.44,83.27,603.71,45.0,5.0,VIP,True
112,1042,8,Adrián García,adrián.garcía8@correo.com,2026-01-03,Presencial (mostrador),Bebidas calientes,Chocolate caliente,3,25.1,75.3,en el lugar,False,2.0,Terraza,pareja,,,2026-03-05,10:00:00,entregado,tarjeta,pagado,75.3,12.05,87.35,18.0,1.0,Frecuente,False
113,1043,45,Carlos García,carlos.garcía45@correo.com,2025-03-04,Página web,Bebidas calientes,Chocolate caliente,3,35.7,107.1,para llevar,False,,,,,,2026-04-24,17:35:00,cancelado,pago en línea,pendiente,107.1,17.14,124.24,,,VIP,True
114,1044,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Página web,Café caliente,Espresso,3,36.06,108.18,en el lugar,False,2.0,Barra,pareja,,,2026-07-06,07:10:00,entregado,pago en línea,pagado,346.59,55.45,402.04,16.0,4.0,Frecuente,True
115,1044,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Página web,Bebidas frías,Té helado,3,38.57,115.71,en el lugar,False,2.0,Barra,pareja,,,2026-07-06,07:10:00,entregado,pago en línea,pagado,346.59,55.45,402.04,16.0,4.0,Frecuente,True
116,1044,187,Luis Ramírez,luis.ramírez187@correo.com,2025-04-27,Página web,Repostería,Muffin de arándano,3,40.9,122.7,en el lugar,False,2.0,Barra,pareja,,,2026-07-06,07:10:00,entregado,pago en línea,pagado,346.59,55.45,402.04,16.0,4.0,Frecuente,True
117,1045,185,Óscar Ortiz,óscar.ortiz185@correo.com,2025-05-05,Página web,Café frío,Frappuccino de caramelo,3,59.81,179.43,en el lugar,True,15.0,Zona de estudio,grupal,2026-07-13,completada,2026-07-14,15:35:00,entregado,pago en línea,pagado,201.16,32.19,233.35,16.0,5.0,Recurrente,True
118,1045,185,Óscar Ortiz,óscar.ortiz185@correo.com,2025-05-05,Página web,Bebidas frías,Agua mineral,1,21.73,21.73,en el lugar,True,15.0,Zona de estudio,grupal,2026-07-13,completada,2026-07-14,15:35:00,entregado,pago en línea,pagado,201.16,32.19,233.35,16.0,5.0,Recurrente,True
119,1046,126,Michelle Castillo,michelle.castillo126@correo.com,2025-02-23,Página web,Repostería,Brownie,1,50.3,50.3,para llevar,False,,,,,,2026-06-26,12:15:00,entregado,pago en línea,pagado,194.08,31.05,225.13,40.0,5.0,Frecuente,True
120,1046,126,Michelle Castillo,michelle.castillo126@correo.com,2025-02-23,Página web,Café caliente,Capuchino,2,45.65,91.3,para llevar,False,,,,,,2026-06-26,12:15:00,entregado,pago en línea,pagado,194.08,31.05,225.13,40.0,5.0,Frecuente,True
121,1046,126,Michelle Castillo,michelle.castillo126@correo.com,2025-02-23,Página web,Bebidas calientes,Chocolate caliente,2,26.24,52.48,para llevar,False,,,,,,2026-06-26,12:15:00,entregado,pago en línea,pagado,194.08,31.05,225.13,40.0,5.0,Frecuente,True
122,1047,48,Ximena Martínez,ximena.martínez48@correo.com,2026-03-30,Página web,Bebidas calientes,Infusión de manzanilla,3,40.15,120.45,en el lugar,True,8.0,Salón principal,individual,2026-06-14,completada,2026-06-17,18:05:00,listo,pago en línea,pagado,260.88,41.74,302.62,40.0,,Frecuente,True
123,1047,48,Ximena Martínez,ximena.martínez48@correo.com,2026-03-30,Página web,Bebidas calientes,Chocolate caliente,1,40.24,40.24,en el lugar,True,8.0,Salón principal,individual,2026-06-14,completada,2026-06-17,18:05:00,listo,pago en línea,pagado,260.88,41.74,302.62,40.0,,Frecuente,True
124,1047,48,Ximena Martínez,ximena.martínez48@correo.com,2026-03-30,Página web,Bebidas calientes,Té chai,1,35.51,35.51,en el lugar,True,8.0,Salón principal,individual,2026-06-14,completada,2026-06-17,18:05:00,listo,pago en línea,pagado,260.88,41.74,302.62,40.0,,Frecuente,True
125,1047,48,Ximena Martínez,ximena.martínez48@correo.com,2026-03-30,Página web,Bebidas frías,Agua mineral,3,21.56,64.68,en el lugar,True,8.0,Salón principal,individual,2026-06-14,completada,2026-06-17,18:05:00,listo,pago en línea,pagado,260.88,41.74,302.62,40.0,,Frecuente,True
126,1048,243,Diego Gómez,diego.gómez243@correo.com,2025-06-01,Página web,Bebidas calientes,Infusión de manzanilla,2,26.82,53.64,para llevar,False,,,,,,2025-09-12,16:40:00,entregado,pago en línea,pagado,89.81,14.37,104.18,37.0,4.0,Frecuente,True
127,1048,243,Diego Gómez,diego.gómez243@correo.com,2025-06-01,Página web,Bebidas frías,Refresco de cola,1,36.17,36.17,para llevar,False,,,,,,2025-09-12,16:40:00,entregado,pago en línea,pagado,89.81,14.37,104.18,37.0,4.0,Frecuente,True
128,1049,102,Raúl Vázquez,raúl.vázquez102@correo.com,2025-07-19,Página web,Alimentos,Ensalada César,3,80.02,240.06,en el lugar,False,13.0,Zona de estudio,individual,,,2026-05-03,07:40:00,listo,pago en línea,pagado,240.06,38.41,278.47,11.0,,Frecuente,True
129,1050,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Repostería,Pay de queso,3,40.7,122.1,para llevar,False,,,,,,2026-08-19,08:35:00,listo,pago en línea,pagado,365.58,58.49,424.07,22.0,,VIP,True
130,1050,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Alimentos,Panini de jamón y queso,2,49.01,98.02,para llevar,False,,,,,,2026-08-19,08:35:00,listo,pago en línea,pagado,365.58,58.49,424.07,22.0,,VIP,True
131,1050,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Bebidas calientes,Chocolate caliente,3,38.07,114.21,para llevar,False,,,,,,2026-08-19,08:35:00,listo,pago en línea,pagado,365.58,58.49,424.07,22.0,,VIP,True
132,1050,166,Raúl Cruz,raúl.cruz166@correo.com,2026-04-27,Página web,Repostería,Concha,1,31.25,31.25,para llevar,False,,,,,,2026-08-19,08:35:00,listo,pago en línea,pagado,365.58,58.49,424.07,22.0,,VIP,True
133,1051,121,Jorge Romero,jorge.romero121@correo.com,2026-07-01,Presencial (mesero),Café frío,Cold brew,1,48.82,48.82,para llevar,False,,,,,,2026-07-01,19:00:00,listo,tarjeta,pagado,152.41,24.39,176.8,14.0,,VIP,False
134,1051,121,Jorge Romero,jorge.romero121@correo.com,2026-07-01,Presencial (mesero),Café frío,Café helado,1,40.65,40.65,para llevar,False,,,,,,2026-07-01,19:00:00,listo,tarjeta,pagado,152.41,24.39,176.8,14.0,,VIP,False
135,1051,121,Jorge Romero,jorge.romero121@correo.com,2026-07-01,Presencial (mesero),Bebidas calientes,Té chai,1,25.64,25.64,para llevar,False,,,,,,2026-07-01,19:00:00,listo,tarjeta,pagado,152.41,24.39,176.8,14.0,,VIP,False
136,1051,121,Jorge Romero,jorge.romero121@correo.com,2026-07-01,Presencial (mesero),Bebidas calientes,Infusión de manzanilla,1,37.3,37.3,para llevar,False,,,,,,2026-07-01,19:00:00,listo,tarjeta,pagado,152.41,24.39,176.8,14.0,,VIP,False
137,1052,184,Renata Castillo,renata.castillo184@correo.com,2025-05-15,Presencial (mostrador),Bebidas frías,Agua mineral,3,24.68,74.04,en el lugar,True,2.0,Barra,pareja,2026-03-14,completada,2026-03-15,07:35:00,listo,efectivo,pagado,147.14,23.54,170.68,23.0,,VIP,False
138,1052,184,Renata Castillo,renata.castillo184@correo.com,2025-05-15,Presencial (mostrador),Bebidas calientes,Té verde,2,36.55,73.1,en el lugar,True,2.0,Barra,pareja,2026-03-14,completada,2026-03-15,07:35:00,listo,efectivo,pagado,147.14,23.54,170.68,23.0,,VIP,False
139,1053,154,Yuleni De la Cruz,yuleni.delacruz154@correo.com,2026-07-21,Página web,Bebidas calientes,Infusión de manzanilla,3,36.12,108.36,para llevar,False,,,,,,2026-07-30,09:50:00,entregado,pago en línea,pagado,215.2,34.43,249.63,28.0,3.0,Frecuente,True
140,1053,154,Yuleni De la Cruz,yuleni.delacruz154@correo.com,2026-07-21,Página web,Café caliente,Capuchino,2,53.42,106.84,para llevar,False,,,,,,2026-07-30,09:50:00,entregado,pago en línea,pagado,215.2,34.43,249.63,28.0,3.0,Frecuente,True
141,1054,83,Diego Ramírez,diego.ramírez83@correo.com,2025-01-25,Página web,Repostería,Dona glaseada,2,30.05,60.1,para llevar,False,,,,,,2026-03-27,13:10:00,entregado,pago en línea,pagado,279.46,44.71,324.17,32.0,4.0,Frecuente,True
142,1054,83,Diego Ramírez,diego.ramírez83@correo.com,2025-01-25,Página web,Alimentos,Sandwich club,3,73.12,219.36,para llevar,False,,,,,,2026-03-27,13:10:00,entregado,pago en línea,pagado,279.46,44.71,324.17,32.0,4.0,Frecuente,True
143,1055,224,Marco Flores,marco.flores224@correo.com,2025-12-13,Página web,Café caliente,Capuchino,1,38.18,38.18,para llevar,False,,,,,,2026-02-13,11:15:00,entregado,pago en línea,pagado,58.97,9.44,68.41,45.0,3.0,VIP,True
144,1055,224,Marco Flores,marco.flores224@correo.com,2025-12-13,Página web,Bebidas frías,Jugo de naranja,1,20.79,20.79,para llevar,False,,,,,,2026-02-13,11:15:00,entregado,pago en línea,pagado,58.97,9.44,68.41,45.0,3.0,VIP,True
145,1056,70,Alejandro Jiménez,alejandro.jiménez70@correo.com,2026-05-16,Página web,Café frío,Cold brew,1,63.86,63.86,para llevar,False,,,,,,2026-08-16,17:40:00,en preparación,pago en línea,pagado,63.86,10.22,74.08,,,Frecuente,True
146,1057,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Página web,Alimentos,Panini de jamón y queso,3,71.68,215.04,para llevar,False,,,,,,2026-05-15,10:55:00,en preparación,pago en línea,pagado,341.98,54.72,396.7,,,VIP,True
147,1057,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Página web,Repostería,Muffin de arándano,2,34.15,68.3,para llevar,False,,,,,,2026-05-15,10:55:00,en preparación,pago en línea,pagado,341.98,54.72,396.7,,,VIP,True
148,1057,46,Andrea García,andrea.garcía46@correo.com,2025-09-12,Página web,Bebidas frías,Refresco de cola,2,29.32,58.64,para llevar,False,,,,,,2026-05-15,10:55:00,en preparación,pago en línea,pagado,341.98,54.72,396.7,,,VIP,True
149,1058,224,Marco Flores,marco.flores224@correo.com,2025-12-13,Página web,Repostería,Brownie,3,57.72,173.16,para llevar,False,,,,,,2026-08-04,10:25:00,en preparación,pago en línea,pagado,173.16,27.71,200.87,,,VIP,True
150,1059,109,Marco Cruz,marco.cruz109@correo.com,2025-09-23,Página web,Repostería,Pay de queso,3,58.83,176.49,para llevar,False,,,,,,2026-04-24,11:10:00,entregado,pago en línea,pagado,335.93,53.75,389.68,42.0,5.0,Frecuente,True
151,1059,109,Marco Cruz,marco.cruz109@correo.com,2025-09-23,Página web,Bebidas calientes,Infusión de manzanilla,3,34.22,102.66,para llevar,False,,,,,,2026-04-24,11:10:00,entregado,pago en línea,pagado,335.93,53.75,389.68,42.0,5.0,Frecuente,True
152,1059,109,Marco Cruz,marco.cruz109@correo.com,2025-09-23,Página web,Bebidas calientes,Té verde,2,28.39,56.78,para llevar,False,,,,,,2026-04-24,11:10:00,entregado,pago en línea,pagado,335.93,53.75,389.68,42.0,5.0,Frecuente,True
153,1060,14,Mariana Pérez,mariana.pérez14@correo.com,2026-01-15,Página web,Bebidas calientes,Chocolate caliente,3,25.18,75.54,en el lugar,False,2.0,Terraza,pareja,,,2026-06-28,07:40:00,entregado,pago en línea,pagado,75.54,12.09,87.63,11.0,4.0,Frecuente,True
154,1061,93,Iván Castillo,iván.castillo93@correo.com,2025-05-11,Presencial (mesero),Bebidas frías,Agua mineral,2,30.71,61.42,en el lugar,False,1.0,Terraza,grupal,,,2026-03-23,17:50:00,entregado,efectivo,pagado,61.42,9.83,71.25,35.0,5.0,Frecuente,False
155,1062,78,Paola Ramírez,paola.ramírez78@correo.com,2025-06-16,Presencial (mesero),Bebidas frías,Limonada,2,39.8,79.6,en el lugar,True,20.0,Zona de estudio,pareja,2026-07-31,cancelada,2026-08-02,09:05:00,entregado,tarjeta,pagado,408.72,65.4,474.12,8.0,5.0,Frecuente,False
156,1062,78,Paola Ramírez,paola.ramírez78@correo.com,2025-06-16,Presencial (mesero),Café frío,Café helado,2,55.52,111.04,en el lugar,True,20.0,Zona de estudio,pareja,2026-07-31,cancelada,2026-08-02,09:05:00,entregado,tarjeta,pagado,408.72,65.4,474.12,8.0,5.0,Frecuente,False
157,1062,78,Paola Ramírez,paola.ramírez78@correo.com,2025-06-16,Presencial (mesero),Café caliente,Mocaccino,3,54.78,164.34,en el lugar,True,20.0,Zona de estudio,pareja,2026-07-31,cancelada,2026-08-02,09:05:00,entregado,tarjeta,pagado,408.72,65.4,474.12,8.0,5.0,Frecuente,False
158,1062,78,Paola Ramírez,paola.ramírez78@correo.com,2025-06-16,Presencial (mesero),Bebidas calientes,Té chai,2,26.87,53.74,en el lugar,True,20.0,Zona de estudio,pareja,2026-07-31,cancelada,2026-08-02,09:05:00,entregado,tarjeta,pagado,408.72,65.4,474.12,8.0,5.0,Frecuente,False
159,1063,246,José Díaz,josé.díaz246@correo.com,2025-09-01,Presencial (mesero),Repostería,Concha,3,57.35,172.05,en el lugar,True,4.0,Terraza,individual,2025-11-26,no_show,2025-11-27,08:35:00,entregado,transferencia,pagado,403.11,64.5,467.61,27.0,2.0,Frecuente,False
160,1063,246,José Díaz,josé.díaz246@correo.com,2025-09-01,Presencial (mesero),Bebidas calientes,Té verde,1,42.99,42.99,en el lugar,True,4.0,Terraza,individual,2025-11-26,no_show,2025-11-27,08:35:00,entregado,transferencia,pagado,403.11,64.5,467.61,27.0,2.0,Frecuente,False
161,1063,246,José Díaz,josé.díaz246@correo.com,2025-09-01,Presencial (mesero),Bebidas frías,Té helado,3,23.59,70.77,en el lugar,True,4.0,Terraza,individual,2025-11-26,no_show,2025-11-27,08:35:00,entregado,transferencia,pagado,403.11,64.5,467.61,27.0,2.0,Frecuente,False
162,1063,246,José Díaz,josé.díaz246@correo.com,2025-09-01,Presencial (mesero),Repostería,Concha,2,58.65,117.3,en el lugar,True,4.0,Terraza,individual,2025-11-26,no_show,2025-11-27,08:35:00,entregado,transferencia,pagado,403.11,64.5,467.61,27.0,2.0,Frecuente,False
163,1064,141,Regina Gómez,regina.gómez141@correo.com,2025-07-06,Presencial (mostrador),Bebidas frías,Agua mineral,2,21.07,42.14,en el lugar,False,18.0,Zona de estudio,pareja,,,2025-09-27,16:15:00,listo,efectivo,pagado,42.14,6.74,48.88,22.0,,Frecuente,False
164,1065,6,José Pérez,josé.pérez6@correo.com,2026-03-09,Presencial (mostrador),Bebidas frías,Refresco de cola,3,28.64,85.92,en el lugar,True,11.0,Terraza,grupal,2026-03-26,cancelada,2026-03-28,12:45:00,entregado,efectivo,pagado,148.59,23.77,172.36,32.0,5.0,VIP,False
165,1065,6,José Pérez,josé.pérez6@correo.com,2026-03-09,Presencial (mostrador),Bebidas calientes,Infusión de manzanilla,1,26.71,26.71,en el lugar,True,11.0,Terraza,grupal,2026-03-26,cancelada,2026-03-28,12:45:00,entregado,efectivo,pagado,148.59,23.77,172.36,32.0,5.0,VIP,False
166,1065,6,José Pérez,josé.pérez6@correo.com,2026-03-09,Presencial (mostrador),Bebidas frías,Agua mineral,1,35.96,35.96,en el lugar,True,11.0,Terraza,grupal,2026-03-26,cancelada,2026-03-28,12:45:00,entregado,efectivo,pagado,148.59,23.77,172.36,32.0,5.0,VIP,False
167,1066,183,Regina Cruz,regina.cruz183@correo.com,2025-02-22,Presencial (mostrador),Repostería,Muffin de arándano,3,28.58,85.74,para llevar,False,,,,,,2025-07-29,18:30:00,entregado,tarjeta,pagado,307.39,49.18,356.57,32.0,3.0,Frecuente,False
168,1066,183,Regina Cruz,regina.cruz183@correo.com,2025-02-22,Presencial (mostrador),Café caliente,Americano,1,39.64,39.64,para llevar,False,,,,,,2025-07-29,18:30:00,entregado,tarjeta,pagado,307.39,49.18,356.57,32.0,3.0,Frecuente,False
169,1066,183,Regina Cruz,regina.cruz183@correo.com,2025-02-22,Presencial (mostrador),Bebidas frías,Jugo de naranja,3,30.25,90.75,para llevar,False,,,,,,2025-07-29,18:30:00,entregado,tarjeta,pagado,307.39,49.18,356.57,32.0,3.0,Frecuente,False
170,1066,183,Regina Cruz,regina.cruz183@correo.com,2025-02-22,Presencial (mostrador),Café caliente,Espresso,3,30.42,91.26,para llevar,False,,,,,,2025-07-29,18:30:00,entregado,tarjeta,pagado,307.39,49.18,356.57,32.0,3.0,Frecuente,False
171,1067,74,Paola Castillo,paola.castillo74@correo.com,2025-02-06,Presencial (mostrador),Bebidas calientes,Infusión de manzanilla,1,28.39,28.39,para llevar,False,,,,,,2025-02-18,11:30:00,en preparación,efectivo,pagado,62.78,10.04,72.82,,,Frecuente,False
172,1067,74,Paola Castillo,paola.castillo74@correo.com,2025-02-06,Presencial (mostrador),Repostería,Muffin de arándano,1,34.39,34.39,para llevar,False,,,,,,2025-02-18,11:30:00,en preparación,efectivo,pagado,62.78,10.04,72.82,,,Frecuente,False
173,1068,140,Óscar Ramírez,óscar.ramírez140@correo.com,2026-04-21,Página web,Bebidas calientes,Infusión de manzanilla,2,36.88,73.76,para llevar,False,,,,,,2026-05-12,13:20:00,entregado,pago en línea,pagado,111.97,17.92,129.89,29.0,2.0,Frecuente,True
174,1068,140,Óscar Ramírez,óscar.ramírez140@correo.com,2026-04-21,Página web,Café frío,Frappuccino de caramelo,1,38.21,38.21,para llevar,False,,,,,,2026-05-12,13:20:00,entregado,pago en línea,pagado,111.97,17.92,129.89,29.0,2.0,Frecuente,True
175,1069,165,Ximena Pérez,ximena.pérez165@correo.com,2026-07-20,Presencial (mostrador),Repostería,Muffin de arándano,1,46.11,46.11,para llevar,False,,,,,,2026-08-15,16:30:00,entregado,transferencia,pagado,115.27,18.44,133.71,26.0,2.0,Recurrente,False
176,1069,165,Ximena Pérez,ximena.pérez165@correo.com,2026-07-20,Presencial (mostrador),Bebidas calientes,Chocolate caliente,2,34.58,69.16,para llevar,False,,,,,,2026-08-15,16:30:00,entregado,transferencia,pagado,115.27,18.44,133.71,26.0,2.0,Recurrente,False
177,1070,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Café caliente,Café de olla,2,33.39,66.78,para llevar,False,,,,,,2026-07-30,14:45:00,entregado,tarjeta,pagado,206.73,33.08,239.81,26.0,5.0,Frecuente,False
178,1070,139,Renata Gómez,renata.gómez139@correo.com,2025-09-09,Presencial (mostrador),Bebidas frías,Limonada,3,33.63,100.89,para llevar,False,,,,,,2026-07-30,14:45:00,entregado,tarjeta,pagado,206.73,33.08,239.81,26.0,5.0,Frecuente,False
